"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1590","Guest should see login link on Product page","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","5627","Authorized user see no messages on Product page","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","1966","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","2043","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","6070","Guest see no messages on Product page","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","2601","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","6508","Empty basket opened from Product page has no products","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","1882","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","2046","Guest can add product to basket","tests","2026-06-17","skipped","2026-06-17","TestProductPage","test_product_page","",""
"","2013","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","2065","Guest can go to Login page from Product page","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","2130","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","1558","Guest should see login link on Main page","tests","2026-06-17","passed","2026-06-17","TestMainPage","test_main_page","",""
"","1729","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","1787","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","1354","Guest can go to Login page from Main page","tests","2026-06-17","passed","2026-06-17","TestMainPage","test_main_page","",""
"","1726","Guest can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
"","7130","Empty basket opened from Main page has no products","tests","2026-06-17","passed","2026-06-17","TestMainPage","test_main_page","",""
"","2370","Authorized user can add product to basket","tests","2026-06-17","passed","2026-06-17","TestProductPage","test_product_page","",""
